,anime_id,name,genre,type,episodes,members,rating
735,6390,R20: Ginga Kuukou,Sci-Fi,Special,1,563,5.72
736,32781,Refrain,Music,Music,1,104,5.72
737,10407,Shimanchu MiRiKa,Slice of Life,Special,1,267,5.72
738,12603,Tora-chan to Hanayome,Drama,Movie,1,386,5.72
739,10417,Gyo,Horror,OVA,1,27005,5.71
740,6777,Densha Kamo Shirenai,Music,Music,1,528,5.7
741,25271,Shinano Mainichi Shinbun,Slice of Life,Special,1,1153,5.71
742,11447,Yuureisen,Supernatural,Movie,1,609,5.7
743,13083,Fushigi na Kusuri,Slice of Life,Movie,1,218,5.69
744,7862,Transformers: Robot Masters,Mecha,Special,2,485,5.69
745,25991,Bishoujo Mobage: Mobami-chan,Fantasy,ONA,1,763,5.68
746,9650,Dream C Club Pure Songs Clips,Music,Music,2,358,5.68
747,24321,Hoka Hoka Oden no Uta,Music,Music,1,394,5.68
748,4398,Kuro Nyago,Fantasy,Movie,1,1979,5.68
749,19337,Momoya x Peeping Life: Go en Desu yo!,Slice of Life,ONA,4,218,5.68
750,5193,Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,Kids,ONA,1,155,5.68
751,23917,Sora wa Koko ni Aru,Music,Music,1,140,5.68
752,13375,Kyoto Animation: Sora-hen,Slice of Life,Special,1,2306,5.67
753,33449,Moving Colors,Dementia,Movie,1,109,5.67
754,24201,Rakugaki Picasso,Music,Music,1,310,5.67
755,19287,Reunion (Music),Music,Music,1,1229,5.67
756,18231,Vanquished Queens Specials,Ecchi,Special,4,2670,5.67
757,10258,Gokicha!!,Comedy,ONA,2,5615,5.66
758,11799,Midori no Neko,Mystery,OVA,1,556,5.66
759,20857,Nebula feat. Hatsune Miku,Music,Music,1,1006,5.66
760,24197,E no Umakatta Tomodachi,Music,Music,1,360,5.65
761,30766,Homé-Pato the Movie,Cars,ONA,1,217,5.65
762,13857,Souhaku Shisuferia,Music,Music,1,261,5.65
763,30862,Yubi wo Nusunda Onna,,Movie,1,223,5.65
764,7374,100%,Drama,OVA,1,363,5.64
765,6797,Docchi ni Suru?,Kids,Movie,1,398,5.64
766,30534,Fen Qing,Music,Music,1,120,5.64
767,18133,Ikeike! Momon-chan,Comedy,TV,15,443,5.64
768,11189,Pair,Music,Music,1,675,5.64
769,33170,Kokoro ga Sakebitagatterunda. x Sony Hi-Res &quot;Walkman&quot; and Headphone,Drama,Special,1,1038,5.63
770,33909,Marine Dreamin&#039;,Music,Music,1,126,5.63
771,30394,Teddy,Slice of Life,Movie,1,105,5.63
772,7450,Kipling Jr.,Comedy,Movie,1,293,5.62
773,32950,RS Keikaku: Rebirth Storage,Mecha,Special,1,4648,5.62
774,12993,Sono Mukou no Mukougawa,Music,Music,1,267,5.62
775,4098,Urarochi Diamond,Adventure,OVA,1,572,5.62
776,13971,663114,Fantasy,Movie,1,1701,5.61
777,31165,Meiji x Kokosake &amp; anohana Receipt Oubo Campaign,Drama,Special,2,2732,5.6
778,29141,Atama wa Tsukaiyou. Card mo Tsukaiyou.,Comedy,Special,1,177,5.6
779,22841,Okashina Hotel,Dementia,Special,1,309,5.6
780,31568,Wake Up,Music,Music,1,254,5.6
781,5632,Nihonichi Momotarou,Fantasy,Movie,1,705,5.59
782,2455,Prayers,Sci-Fi,OVA,2,952,5.59
783,17849,Sparrow&#039;s Hotel,Comedy,TV,12,6654,5.59
784,31807,Sugio: Mori de Koi wo Shite,Comedy,ONA,3,101,5.59
785,32886,Anitore! EX: Jigoku no Training,Sports,Special,5,961,5.58
786,32588,Meow no Hoshi,Drama,OVA,1,212,5.58
787,7296,Michi (Music),Music,Music,1,431,5.58
788,18375,Kaitou Reinya Pilot,Comedy,Special,1,438,5.57
789,24237,Surprise 4 U.,Sports,ONA,2,126,5.57
790,4827,_Summer Specials,Harem,Special,2,1977,5.57
791,7244,Hyakka Zukan,Comedy,Movie,1,446,5.56
792,13519,Organic,Comedy,ONA,1,183,5.56
793,29850,AKB48 Stage Fighter,Action,Special,1,359,5.55
794,19217,And And,Music,Music,1,470,5.55
795,7451,Kid&#039;s Castle,Comedy,Movie,1,337,5.55
796,9850,Koguma no Koro-chan,Kids,Movie,1,248,5.55
797,8752,Message Song,Music,Music,1,168,5.55
798,10941,Mushi no Tameiki,Music,Music,1,465,5.55
799,1982,Osu,Slice of Life,Movie,1,2021,5.55
800,8682,Television,Horror,ONA,1,322,5.55
801,7255,Hanaori,Comedy,Movie,1,450,5.54
802,31641,Niedola,Music,Music,1,131,5.54
803,31624,Tomato ni Natta Otokonoko,Kids,ONA,1,190,5.54
804,13369,Cornelis,Comedy,Movie,1,202,5.53
805,28987,Kamakura,,Movie,1,164,5.53
806,8696,Shiroi Michi,Music,Music,1,207,5.53
807,19219,Modern No.2,,Movie,1,374,5.52
808,31107,Summer Train!,Slice of Life,Special,1,247,5.52
809,29955,Insomniac,Music,Music,1,108,5.51
810,7782,Kämpfer Picture Drama,Comedy,Special,1,10213,5.51
811,6183,You Shoumei Bijutsukan Line,Fantasy,OVA,1,483,5.51
812,7423,The Tales of Rien Village #1: &quot;Toilet ni Ittokiya&quot;,Fantasy,ONA,1,365,5.5
813,12295,Tobacco to Hai,Adventure,Movie,1,319,5.5
814,29609,Chinka,Action,Special,1,132,5.49
815,3320,Harbor Light Monogatari: Fashion Lala yori,Shoujo,OVA,1,800,5.49
816,30428,Hikenai Guitar wo Hikundaze,Music,Music,1,217,5.49
817,18425,Ikeike! Momon-chan Specials,Comedy,Special,3,321,5.49
818,5873,Tarou-san no Kisha,Action,Movie,1,662,5.49
819,20547,Top wo Nerae 2! Kagaku Kouza,Sci-Fi,Special,3,737,5.49
820,6131,Charady no Joke na Mainichi,Comedy,TV,365,1612,5.48
821,7528,Kujira (1952),Fantasy,Movie,1,317,5.48
822,7497,Mikan-bune,Historical,Movie,1,190,5.48
823,13515,Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,Comedy,ONA,1,354,5.48
824,32764,Sun Set Sun,Music,Music,1,93,5.48
825,8774,3-tsu no Hanashi,Fantasy,Special,1,257,5.47
826,15525,Bokura no Hero,Music,Music,1,202,5.47
827,24633,LolitA☆Strawberry in Summer,Music,Music,1,196,5.46
828,28717,Luigi&#039;s Toy Adventure,Adventure,ONA,1,455,5.46
829,6843,Kangaroo no Tanjoubi,Adventure,Movie,1,419,5.45
830,8717,Kumo ga Haretara,Music,Music,1,297,5.45
831,10674,Omake,Comedy,Movie,1,339,5.45
832,29956,Swimming,Dementia,Movie,1,125,5.45
833,29629,Coffee Break,,Movie,1,265,5.44
834,7569,Idol Ace,Comedy,ONA,1,559,5.44
835,13085,Kitsutsuki Keikaku,Slice of Life,Movie,1,194,5.44
836,29946,Orchestra,Music,Music,1,137,5.44
837,29673,Shin Tenchi Souzou,Comedy,Movie,1,129,5.44
838,30341,Tarzan,Dementia,Movie,1,130,5.43
839,15533,Yakimochi Caprice,Slice of Life,Special,2,328,5.43
840,31309,Balloon,Dementia,ONA,1,230,5.42
841,1075,Netrun-mon the Movie,Comedy,OVA,1,961,5.42
842,5826,Oira no Yakyuu,Sports,Movie,1,866,5.42
843,7448,Pacusi,Comedy,TV,18,215,5.42
844,2897,Nandarou,Comedy,Special,1,1584,5.41
845,34324,Chiryokumaru,Action,ONA,1,817,5.4
846,7530,Hana to Chou,Fantasy,Movie,1,203,5.4
847,32344,Nana-iro Megane,Music,Music,1,90,5.4
848,14743,Nara Shika Monogatari,Comedy,ONA,1,228,5.4
849,31102,Taiko no Tatsujin: 15 Shuunenkinen Short Animation,Game,ONA,1,461,5.4
850,25377,TOTO Green Challenge,Slice of Life,ONA,1,115,5.4
851,21875,Chou Akuukan Bouheki Cheese Napolitan,Music,ONA,1,554,5.39
852,21717,Koisuru Niwatori,Music,Music,1,129,5.39
853,14023,R²: Rise R to the Second Power,Music,Music,1,240,5.39
854,30075,Yuki no Hi no Tayori,Music,Music,1,122,5.39
855,3463,A.LI.CE,Sci-Fi,Movie,1,1034,5.38
856,12865,Ai wa KAT-TUN,Comedy,ONA,5,1513,5.38
857,32811,Black Ocean,Music,Music,1,83,5.38
858,5869,Chou no Sainan,Action,Movie,1,619,5.38
859,7449,Pacusi no Uta,Comedy,Special,1,225,5.38
860,11729,Space Neko Theater,Comedy,ONA,1,584,5.38
861,13087,Youkoso Uchuujin,Comedy,Movie,1,190,5.38
862,30105,Fukashigi no Kazoekata,Kids,ONA,1,143,5.37
863,28639,Futon,Dementia,Movie,1,358,5.37
864,31108,Green Dakara x Bakemono no Ko,Music,ONA,2,1086,5.38
865,31512,Love &amp; Gift,Slice of Life,ONA,1,155,5.37
866,28653,Maze,,Movie,1,138,5.37
867,30336,Tori,Dementia,Movie,1,117,5.37
868,32767,Hane,Music,Music,1,97,5.36
869,7488,Karo to Piyobupt: Ame no Hi,Fantasy,Movie,1,392,5.36
870,29701,Ni-hiki no Sanma (1968),Comedy,Movie,1,161,5.36
871,15529,Wamono,Music,Music,1,224,5.36
872,6935,Enkinhou no Hako: Hakase no Sagashimono,Slice of Life,Special,1,729,5.35
873,13441,Shiawasette Naani,Fantasy,OVA,1,434,5.35
874,25461,Tatamp,Music,Movie,1,273,5.35
875,17353,Tenpou Suikoden Neo,Historical,TV,5,533,5.35
876,29347,20-dai no Heya-hen,Slice of Life,Special,1,733,5.34
877,32813,2010,Music,Music,1,217,5.34
878,32377,Azure Nihon Data Center,Action,ONA,1,350,5.33
879,30433,Eat You Up/Bunny,Music,Music,1,116,5.34
880,6827,Suzume no Oyado,Fantasy,Movie,1,359,5.34
881,12521,Tentoumushi no Otomurai,Music,Music,1,309,5.34
882,6856,Aoi Chou,Music,Music,1,810,5.33
883,17395,Ark IX,Action,OVA,1,5308,5.33
884,30948,Kowabon,Horror,TV,13,21026,5.33
885,6847,Gulliver Funtouki,Adventure,Movie,1,340,5.32
886,3695,Spectral Force Chronicle Divergence,Fantasy,OVA,1,410,5.32
887,33572,Idol Memories,Music,TV,12,5027,5.31
888,6829,Izakaya no Ichiya,Action,Movie,1,406,5.31
889,30327,New York Trip,Dementia,Movie,1,131,5.31
890,30393,Hana no Hanashi,Slice of Life,Movie,1,104,5.3
891,31244,Makura no Danshi: Sono Ato no Makura no Danshi,Shoujo,Special,1,1432,5.3
892,30076,Roba Chotto Suneta,Music,Music,1,107,5.3
893,29904,Yellow,Psychological,Movie,1,144,5.3
894,10743,Tora-chan no Kankan Mushi,Drama,Movie,1,335,5.29
895,31262,Ghost,Dementia,Movie,1,136,5.28
896,30430,Kimi wa Sou Kimeta,Music,Music,1,107,5.3
897,3799,Speed,Comedy,Movie,1,525,5.28
898,29173,Tensai Banpaku Opening,Dementia,ONA,1,242,5.28
899,30241,Umo,Music,Music,1,107,5.28
900,30330,Utsukushii Hoshi,Dementia,Movie,1,114,5.28
901,32291,Kakegae no,Drama,ONA,1,103,5.27
902,7446,Karo to Piyobupt: Sandwich,Comedy,Movie,1,348,5.27
903,29633,Kiseki,Dementia,Movie,1,130,5.27
904,24861,Akaoni to Aooni no Tango,Music,Music,1,164,5.26
905,7843,Kiekaketa Monogataritachi no Tame ni,Dementia,Movie,1,448,5.26
906,20725,"Lies, Lies.",Music,Music,1,185,5.26
907,31834,Mormorando,,Movie,1,181,5.26
908,28687,Poker,Music,Music,1,311,5.26
909,8958,Potecco Babies,Comedy,ONA,2,184,5.26
910,2181,TANK S.W.A.T. 01,Mecha,OVA,1,1332,5.26
911,10710,Houkago no Pleiades: Manner Movie,Magic,Movie,1,1773,5.25
912,7445,Karo to Piyobupt: Ouchi,Comedy,Movie,1,351,5.25
913,30073,Onaka no Ookina Ouji-sama,Music,Music,1,115,5.25
914,25549,Psychedelic Afternoon,Music,Music,1,462,5.25
915,30334,Sleepy,Dementia,Movie,1,111,5.25
916,29932,Yume,Dementia,Movie,1,127,5.25
917,28765,The Baby Birds of Norman McLaren,Music,Movie,1,208,5.24
918,6181,Highway Jenny,Fantasy,OVA,1,677,5.23
919,22059,Kakumeiteki Broadway Shugisha Doumei,Music,Music,1,283,5.23
920,4395,Norakuro Nitouhei: Enshuu no Maki,Adventure,Movie,1,355,5.23
921,23053,Nisou no Kuzu,Psychological,Movie,1,265,5.22
922,5874,Sankou to Tako: Hyakumanryou Chinsoudou,Action,Movie,1,369,5.22
923,994,Sin in the Rain,Mystery,OVA,1,1674,5.22
924,22175,The Harmonic Gleam Vibration,Dementia,Movie,1,150,5.22
925,28761,00:08,Dementia,Movie,1,2386,5.21
926,24807,Kawaii Cook-san,Slice of Life,ONA,1,115,5.21
927,30077,Koro wa Yane no Ue,Music,Music,1,108,5.21
928,5017,Yume no Kakera,Music,Music,1,776,5.21
929,31507,Ari Ningen Monogatari,,Movie,1,191,5.2
930,32803,Dreaming Pupa: Yumemiru Bokura,Music,Music,1,96,5.2
931,15455,Sakura,Fantasy,Movie,1,355,5.19
932,31257,Spacy,Dementia,Movie,1,131,5.14
933,7494,Usagi to Kame,Fantasy,Movie,1,185,5.19
934,5872,Doubutsu Mura no Sports Day,Action,Movie,1,448,5.18
935,10406,Spelunker Sensei,Comedy,OVA,1,1976,5.18
936,6848,Doubutsu Mura no Daisodou,Action,Movie,1,355,5.17
937,8952,Nougyou Musume!,Comedy,Special,1,1133,5.17
938,14235,Salad Land,Fantasy,ONA,1,168,5.17
939,6769,Mura Matsuri,Music,Movie,1,997,5.16
940,7021,Ni-hiki no Sanma,Comedy,Movie,1,344,5.16
941,5880,Oshiruko,Comedy,ONA,1,749,5.16
942,29411,12-gatsu no Uta,Kids,Movie,1,193,5.15
943,6852,Ahiru no Otegara,Adventure,Movie,1,748,5.15
944,4392,Ooatari Sora no Entaku,Comedy,Movie,1,461,5.15
945,10859,Sorette♡Dakara ne!,Slice of Life,ONA,1,1223,5.15
946,30404,Taku Boda,Dementia,Movie,1,115,5.15
947,31760,Tsuru Shitae Waka Kan,,Movie,1,195,5.15
948,30074,Symphonic Variations,Music,Music,1,121,5.14
949,24843,Clarinet Kowashichatta,Music,Music,1,111,5.13
950,2232,Funny Pets,Comedy,TV,12,361,5.13
951,23065,Kaidan,Supernatural,Movie,1,293,5.13
952,29766,Playground,Dementia,Movie,1,195,5.11
953,8732,Yuuki Hitotsu wo Tomo ni Shite,Music,Music,1,202,5.13
954,30431,Anata mo Robot ni Nareru feat. Kamome Jidou Gasshoudan,Music,Music,1,137,5.12
955,13513,Anima,Music,Movie,1,952,5.12
956,28587,Modern,,Movie,1,237,5.12
957,21891,Natsumi Step!,Music,Music,1,136,5.12
958,31513,Aoki Seimei Hoken,Comedy,Special,1,158,5.11
959,5299,Coffee Tadaiku,Slice of Life,Movie,1,413,5.11
960,31831,Fantasy,,Movie,1,193,5.12
961,7809,3-tsu no Kumo,Dementia,Movie,3,918,5.1
962,30424,Instant Music,Music,Music,1,164,5.1
963,29905,"Yasashii Fue, Tori, Ishi",Dementia,Movie,1,139,5.1
964,4394,Norakuro Gochou,Adventure,Movie,1,444,5.09
965,6832,Shoujouji no Tanuki-bayashi Ban Danemon,Supernatural,Movie,1,628,5.09
966,6837,Tengu Taiji,Comedy,Movie,1,501,5.09
967,12919,Yoru no Hi,Psychological,Movie,1,357,5.07
968,32765,Cherry Blossom (Music),Music,Music,1,113,5.08
969,29944,Kuchao,Dementia,Movie,1,184,5.08
970,31833,Metamorphose,,Movie,1,175,5.08
971,23023,Peaceful Times (F02) Petit Film,Music,Music,1,1650,5.07
972,7485,Urashima Tarou,Historical,Movie,1,409,5.08
973,25291,Yomiuri Shimbun,Historical,Special,1,314,5.08
974,6842,Oyoge ya Oyoge,Sports,Movie,1,349,5.07
975,8957,Susume! Gachimuchi Sankyoudai,Comedy,ONA,1,132,5.07
976,20707,&quot;0&quot;,Music,Music,1,1170,5.06
977,31267,Akuma no Kairozu,Dementia,Movie,1,131,5.06
978,10742,Saru to Kani no Gassen,Drama,Movie,1,200,5.06
979,13795,The Green Wind,Fantasy,Special,1,295,5.06
980,9777,Umacha,Slice of Life,Special,2,748,5.06
981,7810,Yami wo Mitsumeru Hane,Dementia,Movie,1,500,5.06
982,30399,Arigatou Gomennasai,,Movie,1,115,5.05
983,6841,Maabou no Kinoshita Toukichirou,Samurai,Movie,1,442,5.05
984,29865,BAR Kiraware Yasai,Comedy,TV,13,1785,5.04
985,31759,Hakubutsushi,Dementia,Movie,1,191,5.04
986,25533,Many Mary,Music,Music,1,153,5.04
987,30400,Yakusoku,Dementia,Movie,1,107,5.04
988,22165,Chirico,Dementia,Movie,1,164,5.03
989,29902,A Play,Music,Music,1,185,5.02
990,32293,Kerorinpasu,Music,ONA,1,98,5.02
991,29933,MTV Japan Station ID,Music,Special,2,147,5.02
992,30401,Rule,Dementia,Movie,1,106,5.02
993,30332,Comics,Dementia,Movie,1,160,5.02
994,30427,Mr. Empty,Music,Music,1,92,5.01
995,32295,Ai Sky Tree 21,Action,ONA,1,137,5.0
996,29597,Hana,Comedy,Movie,1,207,5.0
997,7032,Kitte no Gensou,Comedy,Movie,1,428,5.0
998,30078,Beautiful Name,Kids,Movie,1,116,4.99
999,29768,Fantastic Cell,Dementia,Movie,1,220,4.99
1000,5870,Hibari no Yadogae,Action,Movie,1,519,4.98
1001,30335,Portrait,Dementia,Movie,1,112,4.98
1002,4966,Jigazou,Comedy,Movie,1,1152,4.97
1003,15527,Hanabeam,Music,Music,1,290,4.95
1004,29941,Million Doll,Music,TV,11,8389,4.95
1005,3490,Rayca,Sci-Fi,OVA,1,841,4.95
1006,32400,KochinPa!,Comedy,TV,12,529,4.94
1007,29681,Odoroki Ban,Dementia,Movie,1,148,4.94
1008,32779,Anygedybudybombom,Music,Music,1,92,4.93
1009,19297,Ketsuekigata-kun! Featuring Yuri &amp; Nasuno,Comedy,Special,1,1783,4.93
1010,30705,Makura no Danshi,Shoujo,TV,12,19386,4.93
1011,29989,Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,Dementia,Movie,1,132,4.92
1012,28655,PiKA PiKA,,Movie,1,289,4.92
1013,30104,Seichou Rap,Music,Music,1,105,4.93
1014,9976,Wakaranai Buta,Drama,Movie,1,333,4.92
1015,28831,Anomalies,Psychological,Special,1,238,4.91
1016,6431,Chameko no Ichinichi,Comedy,Movie,1,488,4.91
1017,30666,Memories: Younenki no Joukei,Dementia,Movie,1,133,4.91
1018,22163,Natsu no Shisen 1942,Dementia,Movie,1,167,4.9
1019,6831,Hinomaru Hatanosuke: Bakemonoyashiki no Maki,Supernatural,Movie,1,593,4.89
1020,29906,Kakari,Psychological,Movie,1,122,4.89
1021,13541,Rui no Masaiban,Comedy,ONA,1,251,4.89
1022,33814,Ao Oni The Animation,Horror,TV,Unknown,7413,4.88
1023,28641,Great Rabbit,Psychological,Movie,1,387,4.84
1024,7501,Kintarou Taiiku Nikki,Comedy,Movie,1,174,4.88
1025,20955,Peeping Life: YouTuber-kun,Comedy,ONA,4,245,4.87
1026,30326,Ushi Atama,Dementia,Movie,1,120,4.87
1027,33690,Nazotokine,Game,TV,12,7284,4.86
1028,7031,Satsujinkyou Jidai,Fantasy,Movie,1,670,4.86
1029,22171,Tanaami Keiichi no Shouzou,Dementia,Movie,1,170,4.86
1030,6823,Omocha Bako Series Dai 3 Wa: Ehon 1936-nen,Fantasy,Movie,1,411,4.85
1031,30429,Utsukushii,Music,Music,1,109,4.85
1032,29311,Shousei Shikisai Gensou,Music,Movie,1,232,4.84
1033,29907,Fue,Dementia,Movie,1,141,4.83
1034,31584,Henkei Sakuhin Dai 1-ban,Dementia,Movie,1,117,4.83
1035,30480,Bara Bara Film,Dementia,Movie,1,110,4.81
1036,32288,Jingle,Fantasy,ONA,1,214,4.8
1037,30418,Petit Manga,Dementia,Movie,1,103,4.8
1038,4462,Tairiki Tarou no Mucha Shuugyou,Action,Movie,1,852,4.8
1039,31832,Zawazawa,,Movie,1,216,4.8
1040,29293,Isu,Dementia,Movie,1,259,4.79
1041,17151,Mogu Mogu,Music,Music,1,217,4.79
1042,33276,Konnichiwa Onara Gorou,Comedy,ONA,1,483,4.76
1043,13421,Wheels,Comedy,OVA,1,314,4.76
1044,13359,PistStar,Magic,ONA,1,266,4.74
1045,7071,Shoujouji no Tanuki-bayashi,Kids,Movie,1,475,4.74
1046,7026,Mado,Comedy,Movie,1,454,4.73
1047,9318,Samero,Dementia,Movie,1,403,4.73
1048,5868,Haru no Uta,Music,Movie,1,641,4.72
1049,6000,Haruwo,Action,OVA,1,493,4.72
1050,5661,Umi no Momotarou,Samurai,Movie,1,525,4.72
1051,30664,Jinkou no Rakuen,Dementia,Movie,1,133,4.71
1052,31578,JK Meshi!,Comedy,TV,26,7131,4.71
1053,28647,Kappo,,Movie,1,335,4.71
1054,30331,Motion Lumine,Dementia,Movie,1,124,4.71
1055,13793,Fashion no Hajimari,Comedy,ONA,1,352,4.7
1056,30337,Mac the Movie,Dementia,Movie,1,127,4.7
1057,30667,Mou Hitotsu no Nijiiro Toshi,Dementia,Movie,1,128,4.7
1058,3930,Issunboushi no Shusse,Supernatural,Movie,1,685,4.69
1059,29908,Kodomo no Kaitei no Koto,Psychological,Movie,1,152,4.69
1060,30339,Play Jazz,Dementia,Movie,1,119,4.69
1061,10585,Chuunen Punk,Music,Music,1,308,4.68
1062,23051,Ga no Iru Tokoro,Dementia,Movie,1,343,4.68
1063,11691,Bloody Date,Horror,ONA,1,1891,4.66
1064,5812,Doubutsu Sumo Taikai,Action,Movie,1,585,4.67
1065,30367,Lemon Home Animation Gekijou,Comedy,Special,2,254,4.65
1066,7029,Tonari no Yarou,Comedy,Movie,1,482,4.65
1067,5811,Nezumi no Rusuban,Action,Movie,1,532,4.64
1068,29988,Commercial War,Dementia,Movie,1,145,4.63
1069,28645,Haru no Shikumi,Dementia,Movie,1,363,4.63
1070,30328,Head Spoon,Dementia,Movie,1,129,4.62
1071,4397,Osaru no Sankichi: Totsugeki-tai,Military,Movie,1,489,4.62
1072,30092,Wakie Wakie,Music,Music,1,192,4.62
1073,6849,Bouken Dankichi: Hyouryuu no Maki,Adventure,Movie,1,438,4.6
1074,30814,Landscape,Dementia,Movie,1,120,4.58
1075,5813,Urashima Tarou (1931),Action,Movie,1,841,4.58
1076,23517,Calligraffiti,Music,Movie,1,200,4.57
1077,30340,Direct Animation,Dementia,Movie,1,132,4.56
1078,9801,Hustle!! Tokitama-kun,Dementia,Special,1,369,4.56
1079,29971,Landmark,Dementia,ONA,1,109,4.56
1080,33282,Arakure Junichi no Namida,Comedy,ONA,1,169,4.55
1081,13543,Nantokashite Alguard,Comedy,ONA,1,211,4.55
1082,7897,Issho ni Sleeping: Sleeping with Hinako,Ecchi,OVA,1,10703,4.54
1083,22159,"Yami no Kioku, Yume no Inei",Dementia,Movie,1,181,4.53
1084,30396,Akai Kutsu! Onnanoko!,Dementia,Movie,1,138,4.52
1085,7027,Manga,Comedy,Movie,1,492,4.52
1086,7030,Kemeko no Love,Comedy,Movie,1,737,4.48
1087,22167,Goldfish Fetish,Dementia,Movie,1,200,4.46
1088,23055,Kangaeru Renshuu,Kids,Movie,1,213,4.46
1089,30669,Why Re-Mix 2002,Dementia,Movie,1,124,4.46
1090,7811,Yoru no Okite,Dementia,Movie,1,711,4.46
1091,6851,Kaitei no Boukun,Adventure,Movie,1,474,4.45
1092,1993,Hanoka Recap,Sci-Fi,Special,1,471,4.43
1093,18561,Mahou no Hiroba,Music,Music,1,182,4.43
1094,33021,Ragnastrike Angels,Action,TV,12,7365,4.42
1095,10586,Cafe de Oni,Music,Music,1,381,4.4
1096,30559,Why,Dementia,Movie,1,139,4.4
1097,6844,Osaru no Sankichi: Boukuusen,Military,Movie,1,525,4.39
1098,29973,Aya Hito Shiki to Iu na no Ishi Hata,Dementia,ONA,1,177,4.38
1099,30329,Nice to See You,Dementia,Movie,1,122,4.38
1100,6834,Taa-chan no Kaitei Ryokou,Adventure,Movie,1,468,4.35
1101,29980,Adventures in Beauty Wonderland,Dementia,Movie,1,698,4.32
1102,30668,Walking Man,Dementia,Movie,1,211,4.3
1103,29957,Count Down,,Movie,1,231,4.27
1104,1812,Hanoka,Sci-Fi,TV,12,1686,4.27
1105,6828,Ohi-sama to Kaeru,Comedy,Movie,1,359,4.27
1106,3801,Yami no Teio: Kyuuketsuki Dracula,Vampire,Special,1,1070,4.24
1107,23877,Gondora,Dementia,Movie,1,707,4.21
1108,29954,Embah,Dementia,ONA,1,222,4.17
1109,22157,Yasashii Kinyoubi,Dementia,Movie,1,358,4.17
1110,30665,4.Eyes,Dementia,Movie,1,195,4.15
1111,30859,Memory of Red,Dementia,Movie,1,331,4.15
1112,6833,Ninjutsu Hinotama Kozou: Edo no Maki,Action,Movie,1,474,4.15
1113,31689,Requiem (ONA),Dementia,ONA,1,334,4.11
1114,29978,001,Comedy,ONA,1,916,4.0
1115,22177,Madonna (Movie),Dementia,Movie,1,248,4.0
1116,1657,Byston Well Monogatari: Garzey no Tsubasa,Fantasy,OVA,3,5822,3.99
1117,22181,Shunga,Dementia,Movie,1,242,3.99
1118,28637,Dreams,Dementia,Movie,1,381,3.98
1119,33394,Mahou Shoujo? Naria☆Girls,Magic,TV,12,3414,3.91
1120,28657,Red Colored Bridge,Psychological,Movie,1,450,3.9
1121,29979,Petting a Dog,Slice of Life,ONA,1,375,3.88
1122,22173,Yume 10 Yoru,Dementia,Movie,1,317,3.88
1123,16606,C.L.A.Y.,Horror,ONA,1,1104,3.84
1124,29984,Crayon Angel,Dementia,Movie,1,322,3.8
1125,29995,The Embryo Develops into a Fetus,Dementia,ONA,1,727,3.76
1126,8689,Born by Myself,Psychological,ONA,1,935,3.73
1127,11689,CCW: Crazy Clay Wrestling,Sports,ONA,1,1030,3.68
1128,11915,Within the Bloody Woods,Horror,ONA,2,1099,3.65
1129,7028,Pop,Comedy,Movie,1,508,3.63
1130,32294,Ai (ONA),Romance,ONA,1,332,3.6
1131,31586,Mochibei,Dementia,Movie,1,549,3.58
1132,22161,Scrap Diary,Dementia,Movie,1,470,3.59
1133,32894,Love Bites,Horror,ONA,1,537,3.33
1134,22169,Fetish Doll,Dementia,Movie,1,654,3.32
1135,22179,Aki no Puzzle,Dementia,Movie,1,463,3.27
1136,6953,Ningen Doubutsuen,Dementia,Movie,1,1893,2.78
1137,31634,Kokuhaku,Horror,ONA,1,816,2.67
1138,29949,Nami,Dementia,Movie,1,1817,2.67
1139,25627,"&quot;Aesop&quot; no Ohanashi yori: Ushi to Kaeru, Yokubatta Inu",Kids,Movie,1,113,5.0
1140,24783,3-D Tengoku,Music,Music,1,117,4.06
1141,30214,A Smart Experiment,Dementia,Special,1,109,4.03
1142,9433,A-jang.com,Fantasy,TV,13,252,5.57
1143,29750,AAA de Ikou!!: Yuuna &amp; Akiko,Comedy,OVA,1,93,5.67
1144,33500,Acerola-chan,Comedy,ONA,3,52,5.0
1145,11541,Ad Lib Anime Kenkyuujo,Comedy,TV,38,677,5.29
1146,17086,Agigongryong Doolie (1988),Kids,TV,7,139,5.35
1147,16570,Agigongryong Doolie (Movie),Kids,Movie,1,155,5.48
1148,32150,Ai to Shi,Action,Special,1,69,5.0
1149,24857,Akagaki Genzou: Tokuri no Wakare,Comedy,Movie,1,87,4.5
1150,24999,Akai Jitensha,Music,Music,1,91,4.54
1151,30446,Akazukin to Kenkou,Comedy,OVA,1,91,4.3
1152,29889,Akuei to Gacchinpo Tenkomori: Maboroshi no Omake Episode,Comedy,Special,1,53,4.17
1153,6078,Al Caral no Isan,Sci-Fi,OVA,1,224,5.87
1154,10112,Alexandros no Ketsudan,Historical,OVA,1,212,5.48
1155,18819,Alice Tantei Kyoku,Kids,TV,56,119,6.13
1156,32253,Ama Gli Animali,Kids,Movie,1,37,5.67
1157,32778,Ame no Bus Stop-hen,Music,Music,1,74,3.67
